investor_id,transaction_date,amfi_code,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status,transaction_year,transaction_month,transaction_month_name,amount_lakh
INV004780,2025-02-08,120842,Lumpsum,157731,Haryana,Gurugram,T30,36-45,Male,42.4,Mandate,Verified,2025,2,February,1.57731
INV002363,2025-02-08,119551,Lumpsum,137392,Punjab,Chandigarh,T30,26-35,Male,12.7,Net Banking,Pending,2025,2,February,1.37392
INV004957,2025-02-08,119094,Lumpsum,50620,Delhi,New Delhi,T30,36-45,Male,51.2,Cheque,Verified,2025,2,February,0.5062
INV000266,2025-02-08,119599,Lumpsum,31572,Madhya Pradesh,Indore,T30,56+,Male,67.6,UPI,Verified,2025,2,February,0.31572
INV001856,2025-02-08,118633,Redemption,343732,Delhi,New Delhi,T30,36-45,Female,43.5,Net Banking,Verified,2025,2,February,3.43732
INV001823,2025-02-09,119093,SIP,4760,Tamil Nadu,Coimbatore,B30,26-35,Male,17.1,UPI,Verified,2025,2,February,0.0476
INV003235,2025-02-09,125497,Redemption,64101,Haryana,Faridabad,B30,56+,Male,19.0,Cheque,Verified,2025,2,February,0.64101
INV003293,2025-02-09,119599,SIP,23595,Uttar Pradesh,Agra,B30,36-45,Male,30.2,Net Banking,Verified,2025,2,February,0.23595
INV004361,2025-02-09,119095,SIP,2085,Haryana,Faridabad,B30,26-35,Female,18.4,Net Banking,Verified,2025,2,February,0.02085
INV001920,2025-02-09,100033,Lumpsum,565159,Madhya Pradesh,Indore,T30,36-45,Female,24.5,Cheque,Verified,2025,2,February,5.65159
INV002528,2025-02-09,149323,SIP,4398,Gujarat,Ahmedabad,T30,46-55,Male,16.3,Cheque,Pending,2025,2,February,0.04398
INV000707,2025-02-09,120503,SIP,26178,Karnataka,Mysore,B30,36-45,Female,46.6,Cheque,Verified,2025,2,February,0.26178
INV004477,2025-02-09,102885,SIP,1143,Delhi,Gurugram,T30,46-55,Female,88.3,Mandate,Pending,2025,2,February,0.01143
INV003625,2025-02-09,118635,Lumpsum,191954,Telangana,Hyderabad,T30,26-35,Female,22.0,UPI,Verified,2025,2,February,1.91954
INV003408,2025-02-09,119599,Redemption,392145,West Bengal,Kolkata,T30,18-25,Male,6.1,Mandate,Verified,2025,2,February,3.92145
INV002980,2025-02-09,119551,Lumpsum,221081,Maharashtra,Pune,T30,26-35,Male,22.4,UPI,Verified,2025,2,February,2.21081
INV001455,2025-02-09,120503,SIP,9226,Madhya Pradesh,Indore,T30,36-45,Male,26.8,Cheque,Pending,2025,2,February,0.09226
INV000771,2025-02-09,148568,SIP,2287,Rajasthan,Udaipur,B30,26-35,Male,10.9,Cheque,Verified,2025,2,February,0.02287
INV000678,2025-02-09,119092,SIP,596,Gujarat,Surat,T30,26-35,Male,19.1,Net Banking,Verified,2025,2,February,0.00596
INV001255,2025-02-09,120505,Redemption,338489,Punjab,Amritsar,B30,26-35,Male,14.3,Net Banking,Verified,2025,2,February,3.38489
INV003611,2025-02-09,119598,SIP,7834,Uttar Pradesh,Kanpur,B30,18-25,Male,4.8,Cheque,Verified,2025,2,February,0.07834
INV003579,2025-02-09,119095,Redemption,258012,West Bengal,Kolkata,T30,18-25,Male,4.6,Mandate,Verified,2025,2,February,2.58012
INV003398,2025-02-09,102885,SIP,550,Karnataka,Bangalore,T30,36-45,Male,42.0,UPI,Verified,2025,2,February,0.0055
INV002828,2025-02-09,101206,Lumpsum,110137,West Bengal,Kolkata,T30,26-35,Male,21.8,Net Banking,Verified,2025,2,February,1.10137
INV004453,2025-02-09,120841,SIP,23303,Telangana,Hyderabad,T30,36-45,Male,14.3,Net Banking,Verified,2025,2,February,0.23303
INV002798,2025-02-09,119599,Lumpsum,109522,Tamil Nadu,Coimbatore,B30,26-35,Female,24.5,Net Banking,Verified,2025,2,February,1.09522
INV003405,2025-02-09,101208,SIP,26357,Rajasthan,Jaipur,T30,26-35,Male,11.5,Mandate,Verified,2025,2,February,0.26357
INV002521,2025-02-09,120841,Redemption,277623,Punjab,Chandigarh,T30,26-35,Male,12.3,Mandate,Verified,2025,2,February,2.77623
INV001993,2025-02-09,149323,Lumpsum,509574,Uttar Pradesh,Agra,B30,36-45,Female,44.2,Mandate,Verified,2025,2,February,5.09574
INV004998,2025-02-09,102885,SIP,8707,Gujarat,Ahmedabad,T30,36-45,Male,24.2,Mandate,Verified,2025,2,February,0.08707
INV001823,2025-02-09,119094,SIP,496,Tamil Nadu,Coimbatore,B30,26-35,Male,17.1,Mandate,Verified,2025,2,February,0.00496
INV001198,2025-02-09,119093,Redemption,29042,Maharashtra,Mumbai,T30,26-35,Female,20.4,Net Banking,Verified,2025,2,February,0.29042
INV000048,2025-02-09,120841,SIP,2968,Rajasthan,Jaipur,T30,36-45,Female,15.0,UPI,Verified,2025,2,February,0.02968
INV003366,2025-02-09,149323,SIP,876,Madhya Pradesh,Bhopal,B30,18-25,Male,3.3,Net Banking,Verified,2025,2,February,0.00876
INV004753,2025-02-09,148569,Lumpsum,266634,Karnataka,Mysore,B30,36-45,Female,18.4,Cheque,Verified,2025,2,February,2.66634
INV004148,2025-02-09,120843,SIP,3040,Madhya Pradesh,Bhopal,B30,18-25,Male,5.1,Mandate,Verified,2025,2,February,0.0304
INV004064,2025-02-09,120504,Lumpsum,161955,Uttar Pradesh,Lucknow,T30,26-35,Male,16.1,Net Banking,Verified,2025,2,February,1.61955
INV000029,2025-02-09,148568,SIP,3267,Rajasthan,Udaipur,B30,26-35,Female,7.6,Mandate,Verified,2025,2,February,0.03267
INV001384,2025-02-09,119598,SIP,476,Maharashtra,Mumbai,T30,26-35,Female,16.0,UPI,Verified,2025,2,February,0.00476
INV001163,2025-02-09,101207,SIP,3374,Karnataka,Mysore,B30,26-35,Male,10.2,Cheque,Verified,2025,2,February,0.03374
INV000221,2025-02-09,149323,SIP,506,Uttar Pradesh,Agra,B30,36-45,Female,46.2,Net Banking,Verified,2025,2,February,0.00506
INV000387,2025-02-09,119094,Redemption,104515,Gujarat,Surat,T30,36-45,Male,53.8,Net Banking,Verified,2025,2,February,1.04515
INV003011,2025-02-09,149322,SIP,12833,Gujarat,Ahmedabad,T30,18-25,Male,4.4,Net Banking,Verified,2025,2,February,0.12833
INV004373,2025-02-09,120507,SIP,53163,Tamil Nadu,Coimbatore,B30,56+,Male,11.6,Net Banking,Verified,2025,2,February,0.53163
INV002822,2025-02-09,119598,SIP,2693,Karnataka,Bangalore,T30,46-55,Male,79.5,Net Banking,Verified,2025,2,February,0.02693
INV003375,2025-02-09,118633,SIP,7266,Telangana,Hyderabad,T30,56+,Female,62.2,Net Banking,Verified,2025,2,February,0.07266
INV001104,2025-02-09,149324,SIP,4047,Haryana,Gurugram,T30,26-35,Male,14.9,UPI,Verified,2025,2,February,0.04047
INV002530,2025-02-09,120505,SIP,5707,Telangana,Hyderabad,T30,36-45,Male,53.9,Net Banking,Verified,2025,2,February,0.05707
INV004865,2025-02-09,101206,SIP,1070,Maharashtra,Nashik,B30,56+,Male,77.2,UPI,Verified,2025,2,February,0.0107
INV004274,2025-02-09,102885,Redemption,114902,Rajasthan,Udaipur,B30,26-35,Male,20.4,Net Banking,Verified,2025,2,February,1.14902
INV004815,2025-02-09,120504,SIP,49048,Tamil Nadu,Coimbatore,B30,36-45,Male,44.4,Net Banking,Verified,2025,2,February,0.49048
INV001864,2025-02-09,120506,Lumpsum,272966,Rajasthan,Jaipur,T30,18-25,Male,7.5,Net Banking,Verified,2025,2,February,2.72966
INV004819,2025-02-09,119552,SIP,1009,Telangana,Hyderabad,T30,26-35,Female,14.8,UPI,Verified,2025,2,February,0.01009
INV001558,2025-02-09,119120,SIP,8113,West Bengal,Kolkata,T30,56+,Female,23.8,Cheque,Verified,2025,2,February,0.08113
INV001157,2025-02-09,149324,Lumpsum,175276,Tamil Nadu,Coimbatore,B30,36-45,Female,23.0,Net Banking,Verified,2025,2,February,1.75276
INV004394,2025-02-09,102887,Lumpsum,35351,Tamil Nadu,Coimbatore,B30,26-35,Female,21.9,Net Banking,Verified,2025,2,February,0.35351
INV000670,2025-02-10,100016,Lumpsum,166372,Uttar Pradesh,Kanpur,B30,26-35,Male,15.9,Cheque,Verified,2025,2,February,1.66372
INV004428,2025-02-10,118634,Lumpsum,451102,Rajasthan,Udaipur,B30,26-35,Female,6.7,UPI,Verified,2025,2,February,4.51102
INV002931,2025-02-10,102885,Lumpsum,134885,Tamil Nadu,Coimbatore,B30,56+,Female,32.4,Mandate,Verified,2025,2,February,1.34885
INV002233,2025-02-10,120504,SIP,2600,Gujarat,Surat,T30,36-45,Female,21.6,Net Banking,Verified,2025,2,February,0.026
INV002675,2025-02-10,149322,Redemption,117466,Uttar Pradesh,Agra,B30,36-45,Male,17.9,UPI,Verified,2025,2,February,1.17466
INV002675,2025-02-10,120842,SIP,51088,Uttar Pradesh,Agra,B30,36-45,Male,17.9,UPI,Verified,2025,2,February,0.51088
INV001092,2025-02-10,119120,Lumpsum,133665,Haryana,Gurugram,T30,26-35,Male,14.9,UPI,Verified,2025,2,February,1.33665
INV003244,2025-02-10,119120,SIP,13232,Telangana,Hyderabad,T30,26-35,Female,21.1,Net Banking,Pending,2025,2,February,0.13232
INV000150,2025-02-10,101207,SIP,8567,Karnataka,Mysore,B30,18-25,Male,3.5,UPI,Verified,2025,2,February,0.08567
INV004043,2025-02-10,118632,SIP,10436,Punjab,Amritsar,B30,36-45,Female,39.5,Net Banking,Verified,2025,2,February,0.10436
INV003075,2025-02-10,148567,SIP,22065,Delhi,Gurugram,T30,46-55,Male,83.5,Mandate,Verified,2025,2,February,0.22065
INV003290,2025-02-10,148568,SIP,54546,Tamil Nadu,Chennai,T30,26-35,Male,6.6,Mandate,Verified,2025,2,February,0.54546
INV000660,2025-02-10,118633,SIP,10254,Punjab,Chandigarh,T30,36-45,Male,14.1,Net Banking,Verified,2025,2,February,0.10254
INV002915,2025-02-10,149323,SIP,44040,West Bengal,Kolkata,T30,18-25,Male,7.7,Cheque,Verified,2025,2,February,0.4404
INV003205,2025-02-10,118633,SIP,21109,Punjab,Chandigarh,T30,26-35,Female,16.1,Net Banking,Verified,2025,2,February,0.21109
INV001251,2025-02-10,148567,SIP,47709,Punjab,Chandigarh,T30,26-35,Female,11.7,Cheque,Verified,2025,2,February,0.47709
INV004340,2025-02-10,119092,SIP,5413,Karnataka,Mysore,B30,26-35,Male,17.9,Net Banking,Verified,2025,2,February,0.05413
INV004631,2025-02-10,120506,SIP,575,Tamil Nadu,Chennai,T30,36-45,Female,20.2,UPI,Verified,2025,2,February,0.00575
INV003708,2025-02-10,102887,Redemption,196041,Punjab,Amritsar,B30,46-55,Male,38.6,UPI,Verified,2025,2,February,1.96041
INV003049,2025-02-10,119120,Lumpsum,401088,Gujarat,Ahmedabad,T30,26-35,Male,15.5,Mandate,Verified,2025,2,February,4.01088
INV001113,2025-02-10,119095,SIP,3584,Rajasthan,Jaipur,T30,26-35,Female,11.7,Mandate,Verified,2025,2,February,0.03584
INV000563,2025-02-10,101207,SIP,6535,Uttar Pradesh,Lucknow,T30,26-35,Male,15.5,Cheque,Verified,2025,2,February,0.06535
INV001273,2025-02-10,120507,SIP,8830,West Bengal,Kolkata,T30,36-45,Male,18.7,Mandate,Verified,2025,2,February,0.0883
INV002586,2025-02-10,149323,SIP,9385,West Bengal,Kolkata,T30,26-35,Female,9.1,Net Banking,Verified,2025,2,February,0.09385
INV002213,2025-02-10,118633,SIP,4631,Maharashtra,Pune,T30,36-45,Female,33.8,UPI,Verified,2025,2,February,0.04631
INV003809,2025-02-10,118634,Redemption,446889,Tamil Nadu,Coimbatore,B30,36-45,Male,45.3,Cheque,Verified,2025,2,February,4.46889
INV003398,2025-02-10,125497,SIP,28997,Karnataka,Bangalore,T30,36-45,Male,42.0,UPI,Verified,2025,2,February,0.28997
INV000033,2025-02-10,149324,SIP,4534,Delhi,New Delhi,T30,36-45,Female,12.4,UPI,Verified,2025,2,February,0.04534
INV004704,2025-02-10,148567,Redemption,123109,Delhi,New Delhi,T30,26-35,Male,23.1,Net Banking,Verified,2025,2,February,1.23109
INV002232,2025-02-10,118634,SIP,25690,Karnataka,Bangalore,T30,26-35,Female,16.9,Cheque,Verified,2025,2,February,0.2569
INV000034,2025-02-10,125497,SIP,936,Punjab,Chandigarh,T30,26-35,Male,24.5,Mandate,Verified,2025,2,February,0.00936
INV001949,2025-02-10,120503,Redemption,430304,Rajasthan,Jaipur,T30,36-45,Male,43.2,UPI,Verified,2025,2,February,4.30304
INV001680,2025-02-10,118635,SIP,2599,Madhya Pradesh,Indore,T30,26-35,Male,22.8,Net Banking,Verified,2025,2,February,0.02599
INV001950,2025-02-10,119092,Redemption,366513,Maharashtra,Pune,T30,26-35,Female,6.0,Net Banking,Verified,2025,2,February,3.66513
INV004353,2025-02-10,125498,Lumpsum,73534,Uttar Pradesh,Agra,B30,56+,Male,31.2,Net Banking,Verified,2025,2,February,0.73534
INV000861,2025-02-10,120842,Redemption,247827,Uttar Pradesh,Lucknow,T30,18-25,Male,4.2,Cheque,Verified,2025,2,February,2.47827
INV004841,2025-02-10,120503,Lumpsum,375604,West Bengal,Kolkata,T30,26-35,Male,21.4,Cheque,Pending,2025,2,February,3.75604
INV000785,2025-02-10,148569,SIP,5083,Tamil Nadu,Chennai,T30,36-45,Male,31.1,Net Banking,Verified,2025,2,February,0.05083
INV004636,2025-02-10,102885,SIP,2827,Uttar Pradesh,Kanpur,B30,18-25,Female,5.0,Net Banking,Verified,2025,2,February,0.02827
INV001069,2025-02-10,120843,SIP,2162,Telangana,Hyderabad,T30,26-35,Male,19.1,Mandate,Verified,2025,2,February,0.02162
INV000921,2025-02-10,118634,SIP,3325,Rajasthan,Jaipur,T30,26-35,Male,14.6,UPI,Verified,2025,2,February,0.03325
INV003150,2025-02-10,125497,SIP,470,Gujarat,Ahmedabad,T30,26-35,Female,13.6,Mandate,Verified,2025,2,February,0.0047
INV000830,2025-02-10,120507,SIP,578,Tamil Nadu,Chennai,T30,36-45,Female,43.0,Net Banking,Verified,2025,2,February,0.00578
INV002050,2025-02-10,101207,SIP,10238,Tamil Nadu,Chennai,T30,18-25,Female,7.2,Net Banking,Verified,2025,2,February,0.10238
INV000695,2025-02-10,119095,SIP,1767,Gujarat,Surat,T30,36-45,Male,48.0,Cheque,Verified,2025,2,February,0.01767
INV001594,2025-02-10,101206,Redemption,369985,Madhya Pradesh,Bhopal,B30,26-35,Male,13.9,Cheque,Verified,2025,2,February,3.69985
INV002883,2025-02-10,119552,Lumpsum,53070,West Bengal,Kolkata,T30,26-35,Female,12.5,Mandate,Verified,2025,2,February,0.5307
INV003552,2025-02-10,120844,SIP,2577,Gujarat,Surat,T30,26-35,Male,17.0,Cheque,Pending,2025,2,February,0.02577
INV000010,2025-02-10,119120,SIP,2860,Maharashtra,Pune,T30,36-45,Male,13.6,Mandate,Verified,2025,2,February,0.0286
INV004240,2025-02-10,118635,SIP,461,Maharashtra,Mumbai,T30,18-25,Male,7.1,Net Banking,Verified,2025,2,February,0.00461
INV003272,2025-02-10,120841,SIP,52131,Uttar Pradesh,Kanpur,B30,26-35,Male,21.8,UPI,Verified,2025,2,February,0.52131
INV001625,2025-02-10,102885,SIP,4875,Uttar Pradesh,Kanpur,B30,46-55,Female,78.2,Net Banking,Verified,2025,2,February,0.04875
INV003271,2025-02-10,119094,SIP,5778,West Bengal,Kolkata,T30,18-25,Male,4.8,UPI,Verified,2025,2,February,0.05778
INV004878,2025-02-10,100033,SIP,2870,Delhi,Gurugram,T30,18-25,Male,5.8,Net Banking,Verified,2025,2,February,0.0287
INV002833,2025-02-10,120504,Redemption,489386,Gujarat,Ahmedabad,T30,46-55,Female,52.9,Mandate,Verified,2025,2,February,4.89386
INV004171,2025-02-10,100025,SIP,1043,Tamil Nadu,Coimbatore,B30,26-35,Female,19.1,UPI,Verified,2025,2,February,0.01043
INV004864,2025-02-10,120504,Redemption,356428,Punjab,Amritsar,B30,26-35,Female,10.5,Net Banking,Verified,2025,2,February,3.56428
INV004434,2025-02-10,102885,Redemption,105527,Gujarat,Surat,T30,46-55,Male,17.7,Net Banking,Verified,2025,2,February,1.05527
INV004306,2025-02-10,119095,SIP,917,Telangana,Hyderabad,T30,26-35,Female,20.4,Mandate,Verified,2025,2,February,0.00917
INV003740,2025-02-10,120503,SIP,46333,Karnataka,Bangalore,T30,56+,Female,16.2,UPI,Verified,2025,2,February,0.46333
INV002149,2025-02-10,102885,SIP,1055,Tamil Nadu,Coimbatore,B30,26-35,Male,21.8,Net Banking,Verified,2025,2,February,0.01055
INV004745,2025-02-11,120843,Redemption,36365,West Bengal,Kolkata,T30,18-25,Male,5.2,Net Banking,Verified,2025,2,February,0.36365
INV002668,2025-02-11,149324,SIP,2145,Delhi,Gurugram,T30,26-35,Male,9.8,Cheque,Verified,2025,2,February,0.02145
INV000066,2025-02-11,149323,Redemption,363947,Haryana,Faridabad,B30,56+,Male,64.2,Mandate,Pending,2025,2,February,3.63947
INV003798,2025-02-11,125498,Lumpsum,244980,Karnataka,Bangalore,T30,36-45,Male,53.9,UPI,Verified,2025,2,February,2.4498
INV002624,2025-02-11,120504,Redemption,159599,West Bengal,Kolkata,T30,26-35,Male,8.7,Mandate,Verified,2025,2,February,1.59599
INV004756,2025-02-11,125498,SIP,3123,Gujarat,Surat,T30,46-55,Male,41.1,Net Banking,Verified,2025,2,February,0.03123
INV000980,2025-02-11,120506,Redemption,403363,West Bengal,Kolkata,T30,18-25,Female,7.3,Cheque,Verified,2025,2,February,4.03363
INV000220,2025-02-11,101208,SIP,6538,Uttar Pradesh,Lucknow,T30,36-45,Male,48.1,UPI,Verified,2025,2,February,0.06538
INV004974,2025-02-11,120507,SIP,3366,Gujarat,Ahmedabad,T30,56+,Female,62.6,UPI,Verified,2025,2,February,0.03366
INV002339,2025-02-11,101208,Lumpsum,342508,Delhi,New Delhi,T30,36-45,Male,46.4,Cheque,Verified,2025,2,February,3.42508
INV003268,2025-02-11,120507,Redemption,31924,Punjab,Amritsar,B30,26-35,Male,7.1,UPI,Pending,2025,2,February,0.31924
INV000279,2025-02-11,118633,SIP,9854,Gujarat,Ahmedabad,T30,26-35,Male,12.4,Mandate,Verified,2025,2,February,0.09854
INV002348,2025-02-11,120507,Lumpsum,464688,Uttar Pradesh,Agra,B30,26-35,Male,13.4,Net Banking,Pending,2025,2,February,4.64688
INV001859,2025-02-11,118632,SIP,504,Maharashtra,Nashik,B30,36-45,Male,32.2,Net Banking,Verified,2025,2,February,0.00504
INV004599,2025-02-11,118634,SIP,7709,West Bengal,Kolkata,T30,36-45,Male,22.8,Net Banking,Verified,2025,2,February,0.07709
INV000762,2025-02-11,100016,Redemption,66075,Delhi,Gurugram,T30,36-45,Female,29.8,Cheque,Verified,2025,2,February,0.66075
INV001910,2025-02-11,125498,SIP,20518,Karnataka,Mysore,B30,26-35,Female,15.2,Mandate,Verified,2025,2,February,0.20518
INV000980,2025-02-11,120841,SIP,7628,West Bengal,Kolkata,T30,18-25,Female,7.3,UPI,Verified,2025,2,February,0.07628
INV002761,2025-02-11,120504,SIP,1133,Rajasthan,Jaipur,T30,26-35,Male,14.9,Cheque,Verified,2025,2,February,0.01133
INV000750,2025-02-11,119551,Redemption,317892,Delhi,New Delhi,T30,26-35,Male,20.9,Cheque,Pending,2025,2,February,3.17892
INV003894,2025-02-11,120504,SIP,2050,Tamil Nadu,Coimbatore,B30,26-35,Male,14.9,Mandate,Verified,2025,2,February,0.0205
INV003205,2025-02-11,119599,Lumpsum,364147,Punjab,Chandigarh,T30,26-35,Female,16.1,Net Banking,Verified,2025,2,February,3.64147
INV000320,2025-02-11,125497,Lumpsum,254281,Uttar Pradesh,Kanpur,B30,26-35,Male,19.7,Net Banking,Verified,2025,2,February,2.54281
INV000245,2025-02-11,118633,Redemption,445311,Punjab,Amritsar,B30,26-35,Male,6.2,Mandate,Verified,2025,2,February,4.45311
INV004982,2025-02-11,120503,SIP,8523,Haryana,Faridabad,B30,18-25,Female,7.9,Cheque,Verified,2025,2,February,0.08523
INV003641,2025-02-11,125497,SIP,4633,Telangana,Hyderabad,T30,26-35,Female,13.1,UPI,Pending,2025,2,February,0.04633
INV004672,2025-02-11,120842,Lumpsum,131072,Rajasthan,Jaipur,T30,26-35,Male,23.9,Cheque,Verified,2025,2,February,1.31072
INV004534,2025-02-11,125497,Lumpsum,67275,Maharashtra,Nashik,B30,26-35,Male,8.8,Mandate,Verified,2025,2,February,0.67275
INV001921,2025-02-11,118633,SIP,13849,Gujarat,Surat,T30,26-35,Female,13.5,UPI,Verified,2025,2,February,0.13849
INV001532,2025-02-11,148568,SIP,3084,Madhya Pradesh,Bhopal,B30,36-45,Female,39.5,Net Banking,Verified,2025,2,February,0.03084
INV003124,2025-02-11,102885,Lumpsum,392426,West Bengal,Kolkata,T30,36-45,Male,28.8,Cheque,Verified,2025,2,February,3.92426
INV002292,2025-02-11,119552,SIP,10972,Rajasthan,Udaipur,B30,36-45,Male,54.1,Mandate,Verified,2025,2,February,0.10972
INV002508,2025-02-11,118635,SIP,11487,West Bengal,Kolkata,T30,46-55,Male,60.8,Net Banking,Verified,2025,2,February,0.11487
INV000755,2025-02-11,119599,SIP,47823,Uttar Pradesh,Agra,B30,26-35,Female,13.1,UPI,Verified,2025,2,February,0.47823
INV003514,2025-02-11,119094,Redemption,26450,Delhi,Gurugram,T30,36-45,Female,40.2,UPI,Verified,2025,2,February,0.2645
INV004794,2025-02-11,148568,Lumpsum,396372,Rajasthan,Udaipur,B30,36-45,Female,46.0,UPI,Verified,2025,2,February,3.96372
INV000033,2025-02-11,120841,SIP,2587,Delhi,New Delhi,T30,36-45,Female,12.4,UPI,Verified,2025,2,February,0.02587
INV004128,2025-02-11,100025,Lumpsum,233006,Haryana,Faridabad,B30,18-25,Male,3.3,Net Banking,Verified,2025,2,February,2.33006
INV001797,2025-02-11,118636,Lumpsum,144249,Punjab,Amritsar,B30,26-35,Female,6.8,UPI,Verified,2025,2,February,1.44249
INV003987,2025-02-11,120505,Lumpsum,120559,Tamil Nadu,Coimbatore,B30,26-35,Female,24.1,Net Banking,Verified,2025,2,February,1.20559
INV004297,2025-02-11,119552,SIP,11764,Karnataka,Bangalore,T30,36-45,Female,19.5,Mandate,Verified,2025,2,February,0.11764
INV004753,2025-02-11,100025,SIP,1021,Karnataka,Mysore,B30,36-45,Female,18.4,Net Banking,Verified,2025,2,February,0.01021
INV003061,2025-02-11,119552,SIP,2020,Uttar Pradesh,Lucknow,T30,26-35,Female,11.9,UPI,Verified,2025,2,February,0.0202
INV003288,2025-02-11,149323,Lumpsum,401284,Punjab,Chandigarh,T30,56+,Male,57.9,Mandate,Verified,2025,2,February,4.01284
INV004297,2025-02-11,119094,SIP,4427,Karnataka,Bangalore,T30,36-45,Female,19.5,Mandate,Verified,2025,2,February,0.04427
INV003125,2025-02-11,149324,Lumpsum,51750,Punjab,Chandigarh,T30,36-45,Female,30.8,UPI,Verified,2025,2,February,0.5175
INV000776,2025-02-11,119598,SIP,10412,Rajasthan,Jaipur,T30,26-35,Male,12.4,UPI,Verified,2025,2,February,0.10412
INV002736,2025-02-11,100033,Lumpsum,555743,Karnataka,Mysore,B30,18-25,Female,6.2,Net Banking,Verified,2025,2,February,5.55743
INV004887,2025-02-11,118634,Lumpsum,49286,Gujarat,Surat,T30,56+,Female,79.4,UPI,Verified,2025,2,February,0.49286
INV000429,2025-02-11,120844,SIP,42339,Gujarat,Surat,T30,36-45,Female,41.7,UPI,Verified,2025,2,February,0.42339
INV002744,2025-02-11,119093,SIP,15223,Karnataka,Bangalore,T30,36-45,Male,25.9,UPI,Verified,2025,2,February,0.15223
INV003530,2025-02-11,120506,SIP,12475,Maharashtra,Pune,T30,26-35,Male,9.4,Mandate,Verified,2025,2,February,0.12475
INV001962,2025-02-11,100016,Redemption,401915,Maharashtra,Mumbai,T30,26-35,Male,13.6,Cheque,Verified,2025,2,February,4.01915
INV001994,2025-02-11,120506,Redemption,155305,Tamil Nadu,Coimbatore,B30,18-25,Female,5.2,UPI,Verified,2025,2,February,1.55305
INV000261,2025-02-11,148569,SIP,1772,Gujarat,Ahmedabad,T30,18-25,Male,3.5,Cheque,Verified,2025,2,February,0.01772
INV001837,2025-02-11,118632,SIP,813,Uttar Pradesh,Agra,B30,18-25,Male,5.5,Net Banking,Verified,2025,2,February,0.00813
INV002707,2025-02-11,100025,Lumpsum,412171,Maharashtra,Mumbai,T30,26-35,Male,24.7,Cheque,Verified,2025,2,February,4.12171
INV002572,2025-02-11,102885,SIP,5275,Rajasthan,Jaipur,T30,56+,Male,19.5,Cheque,Pending,2025,2,February,0.05275
INV002993,2025-02-11,120503,Redemption,158131,Maharashtra,Pune,T30,46-55,Male,36.0,UPI,Verified,2025,2,February,1.58131
INV003888,2025-02-11,101207,Lumpsum,458238,Telangana,Hyderabad,T30,56+,Female,8.6,Cheque,Pending,2025,2,February,4.58238
INV000619,2025-02-11,119551,SIP,3215,West Bengal,Kolkata,T30,26-35,Male,12.6,Mandate,Verified,2025,2,February,0.03215
INV001836,2025-02-11,120843,SIP,463,Uttar Pradesh,Agra,B30,26-35,Male,17.4,Net Banking,Verified,2025,2,February,0.00463
INV002248,2025-02-11,118633,SIP,29247,Delhi,New Delhi,T30,26-35,Male,8.1,Net Banking,Verified,2025,2,February,0.29247
INV002547,2025-02-11,125497,SIP,8321,Haryana,Gurugram,T30,26-35,Male,7.3,Mandate,Verified,2025,2,February,0.08321
INV003577,2025-02-11,149322,SIP,16202,Punjab,Amritsar,B30,26-35,Female,22.7,Net Banking,Pending,2025,2,February,0.16202
INV002317,2025-02-11,102885,Lumpsum,104581,Gujarat,Ahmedabad,T30,26-35,Male,18.1,Net Banking,Verified,2025,2,February,1.04581
INV000436,2025-02-11,101207,SIP,1103,Rajasthan,Jaipur,T30,26-35,Male,14.4,Cheque,Pending,2025,2,February,0.01103
INV000008,2025-02-11,100025,SIP,2806,Punjab,Amritsar,B30,26-35,Female,18.6,UPI,Verified,2025,2,February,0.02806
INV004655,2025-02-11,102887,SIP,12110,Telangana,Hyderabad,T30,36-45,Male,19.7,UPI,Verified,2025,2,February,0.1211
INV001986,2025-02-11,120507,SIP,21223,Madhya Pradesh,Indore,T30,36-45,Female,17.4,UPI,Verified,2025,2,February,0.21223
INV002483,2025-02-11,100033,Redemption,31469,Delhi,New Delhi,T30,46-55,Female,60.8,Mandate,Verified,2025,2,February,0.31469
INV001474,2025-02-11,120504,SIP,28210,Karnataka,Mysore,B30,26-35,Male,12.8,Net Banking,Verified,2025,2,February,0.2821
INV003620,2025-02-11,119092,SIP,2167,Uttar Pradesh,Kanpur,B30,36-45,Female,15.7,UPI,Verified,2025,2,February,0.02167
INV001048,2025-02-11,118632,SIP,15495,Delhi,New Delhi,T30,46-55,Male,46.6,UPI,Verified,2025,2,February,0.15495
INV000410,2025-02-12,100025,Lumpsum,285783,Rajasthan,Jaipur,T30,18-25,Female,5.3,Mandate,Verified,2025,2,February,2.85783
INV003699,2025-02-12,118633,SIP,9996,Uttar Pradesh,Agra,B30,26-35,Male,19.7,Net Banking,Verified,2025,2,February,0.09996
INV002599,2025-02-12,101207,Lumpsum,233746,Gujarat,Surat,T30,26-35,Male,11.4,Mandate,Verified,2025,2,February,2.33746
INV000540,2025-02-12,118633,Lumpsum,421866,Tamil Nadu,Coimbatore,B30,26-35,Female,10.4,Mandate,Verified,2025,2,February,4.21866
INV002545,2025-02-12,102885,SIP,5072,Haryana,Faridabad,B30,36-45,Male,31.5,Net Banking,Verified,2025,2,February,0.05072
INV003036,2025-02-12,119551,SIP,1944,Telangana,Hyderabad,T30,26-35,Male,18.2,Net Banking,Verified,2025,2,February,0.01944
